OrderDetailsID,OrderID,ProductID,Quantity,Date,PriceApplied,CostApplied
74,Ord-47,1,1,02/08/2025 15:23:02,9000,2371.03
75,Ord-47,7,2,02/08/2025 15:23:02,5200,1414.88
76,Ord-48,1,1,02/08/2025 15:23:02,9000,2371.03
77,Ord-48,5,2,02/08/2025 15:23:02,5600,1512.94
78,Ord-49,9,2,02/08/2025 15:23:02,8500,2371.03
79,Ord-49,8,1,02/08/2025 15:23:02,9000,2371.03
80,Ord-50,7,4,02/08/2025 15:23:02,5200,1414.88
81,Ord-50,9,4,02/08/2025 15:23:02,8500,2371.03
82,Ord-51,9,2,02/08/2025 15:23:02,8500,2371.03
83,Ord-51,3,1,02/08/2025 15:23:02,9000,2521.44
84,Ord-52,9,2,02/08/2025 15:23:02,8500,2371.03
85,Ord-53,9,2,02/08/2025 15:23:02,8500,2371.03
86,Ord-54,9,2,02/08/2025 15:23:02,8500,2371.03
87,Ord-54,8,1,02/08/2025 15:23:02,9000,2371.03
89,Ord-55,4,1,02/08/2025 15:23:02,9000,1935.93
90,Ord-55,5,1,02/08/2025 15:23:02,5600,1512.94
91,Ord-55,9,2,02/08/2025 15:23:02,8500,2371.03
92,Ord-12,9,2,02/08/2025 15:23:02,8500,2371.03
93,Ord-56,9,2,02/08/2025 15:23:02,8500,2371.03
94,Ord-57,5,1,02/08/2025 15:23:02,5600,1512.94
95,Ord-13,4,1,02/08/2025 15:23:02,9000,1935.93
96,Ord-18,9,2,02/08/2025 15:23:02,8500,2371.03
97,Ord-18,3,1,02/08/2025 15:23:02,9000,2521.44
98,Ord-58,9,2,02/08/2025 15:23:02,8500,2371.03
99,Ord-59,1,1,02/08/2025 15:23:02,9000,2371.03
100,Ord-60,4,1,02/08/2025 15:23:02,9000,1935.93
101,Ord-61,2,1,02/08/2025 15:23:02,9000,2374.80
102,Ord-61,6,1,02/08/2025 15:23:02,7200,1813.27
103,Ord-62,8,1,02/08/2025 15:23:02,9000,2371.03
104,Ord-63,9,2,02/08/2025 15:23:02,8500,2371.03
105,Ord-64,9,6,02/08/2025 15:23:02,8500,2371.03
106,Ord-64,1,2,02/08/2025 15:23:02,9000,2371.03
107,Ord-64,4,1,02/08/2025 15:23:02,9000,1935.93
108,Ord-64,2,1,02/08/2025 15:23:02,9000,2374.80
109,Ord-64,5,1,02/08/2025 15:23:02,5600,1512.94
110,Ord-65,3,1,02/08/2025 15:23:02,9000,2521.44
111,Ord-65,6,1,02/08/2025 15:23:02,7200,1813.27
112,Ord-65,5,1,02/08/2025 15:23:02,5600,1512.94
113,Ord-66,9,2,02/08/2025 15:23:02,8500,2371.03
114,Ord-67,8,2,02/08/2025 15:23:02,9000,2371.03
115,Ord-67,9,2,02/08/2025 15:23:02,8500,2371.03
116,Ord-68,1,1,02/08/2025 15:23:02,9000,2371.03
117,Ord-69,9,2,02/08/2025 15:23:02,8500,2371.03
118,Ord-69,3,1,02/08/2025 15:23:02,9000,2521.44
119,Ord-70,9,2,02/08/2025 15:23:02,8500,2371.03
120,Ord-71,1,1,02/08/2025 15:23:02,9000,2371.03
121,Ord-72,9,2,02/08/2025 15:23:02,8500,2371.03
122,Ord-72,5,1,02/08/2025 15:23:02,5600,1512.94
123,Ord-73,9,2,02/08/2025 15:23:02,8500,2371.03
124,Ord-43,8,1,02/08/2025 15:23:02,9000,2371.03
125,Ord-43,12,2,02/08/2025 15:23:02,8500,2374.80
126,Ord-43,9,2,02/08/2025 15:23:02,8500,2371.03
127,Ord-43,6,2,02/08/2025 15:23:02,7200,1813.27
128,Ord-43,5,1,02/08/2025 15:23:02,5600,1512.94
129,Ord-74,11,1,02/08/2025 15:23:02,8500,2521.44
132,Ord-74,12,1,02/08/2025 15:23:02,8500,2374.80
131,Ord-74,9,1,02/08/2025 15:23:02,8500,2371.03
130,Ord-74,10,1,02/08/2025 15:23:02,8500,1935.93
134,Ord-75,8,2,02/08/2025 15:23:02,9000,2371.03
133,Ord-75,6,2,02/08/2025 15:23:02,7200,1813.27
135,Ord-76,9,10,02/08/2025 15:23:02,8500,2371.03
137,Ord-77,11,1,02/08/2025 15:23:02,8500,2521.44
136,Ord-77,9,1,02/08/2025 15:23:02,8500,2371.03
138,Ord-78,1,1,02/08/2025 15:23:02,9000,2371.03
139,Ord-79,9,2,02/08/2025 15:23:02,8500,2371.03
140,Ord-79,4,1,02/08/2025 15:23:02,9000,1935.93
141,Ord-80,9,2,02/08/2025 15:23:02,8500,2371.03
144,Ord-82,1,1,02/08/2025 15:23:02,9000,2371.03
145,Ord-83,5,1,02/08/2025 15:23:02,5600,1512.94
146,Ord-84,9,1,02/08/2025 15:23:02,8500,2371.03
147,Ord-84,12,1,02/08/2025 15:23:02,8500,2374.80
148,Ord-84,5,1,02/08/2025 15:23:02,5600,1512.94
149,Ord-85,6,1,02/08/2025 15:23:02,7200,1813.27
150,Ord-85,8,1,02/08/2025 15:23:02,9000,2371.03
151,Ord-86,3,1,02/08/2025 15:23:02,9000,2521.44
152,Ord-81,9,1,02/08/2025 15:23:02,8500,2371.03
153,Ord-81,10,1,02/08/2025 15:23:02,8500,1935.93
154,Ord-87,9,1,02/08/2025 15:23:02,8500,2371.03
155,Ord-87,11,1,02/08/2025 15:23:02,8500,2521.44
156,Ord-88,9,1,02/08/2025 15:23:02,8500,2371.03
157,Ord-88,12,1,02/08/2025 15:23:02,8500,2374.80
158,Ord-89,1,1,02/08/2025 15:23:02,9000,2371.03
159,Ord-89,5,1,02/08/2025 15:23:02,5600,1512.94
160,Ord-90,8,4,02/08/2025 15:23:02,9000,2371.03
162,Ord-91,11,2,02/08/2025 15:23:02,8500,2521.44
161,Ord-91,9,2,02/08/2025 15:23:02,8500,2371.03
163,Ord-92,9,2,02/08/2025 15:23:02,8500,2371.03
164,Ord-93,4,1,02/08/2025 15:23:02,9000,1935.93
170,Ord-94,5,1,02/08/2025 15:23:02,5600,1512.94
166,Ord-94,10,1,02/08/2025 15:23:02,8500,1935.93
169,Ord-94,7,1,02/08/2025 15:23:02,5200,1414.88
168,Ord-94,8,3,02/08/2025 15:23:02,9000,2371.03
167,Ord-94,2,1,02/08/2025 15:23:02,9000,2374.80
165,Ord-94,9,1,02/08/2025 15:23:02,8500,2371.03
171,Ord-95,2,1,02/08/2025 15:23:02,9000,2374.80
172,Ord-96,1,1,02/08/2025 15:23:02,9000,2371.03
173,Ord-96,7,1,02/08/2025 15:23:02,5200,1414.88
174,Ord-97,8,2,02/08/2025 15:23:02,9000,2371.03
176,Ord-98,5,1,02/08/2025 15:23:02,5600,1512.94
175,Ord-98,1,1,02/08/2025 15:23:02,9000,2371.03
177,Ord-99,1,1,02/08/2025 15:23:02,9000,2371.03
178,Ord-99,6,1,02/08/2025 15:23:02,7200,1813.27
179,Ord-100,9,1,02/08/2025 15:23:02,8500,2371.03
180,Ord-100,11,1,02/08/2025 15:23:02,8500,2521.44
181,Ord-100,2,1,02/08/2025 15:23:02,9000,2374.80
182,Ord-101,1,1,02/08/2025 15:23:02,9000,2371.03
183,Ord-102,9,1,02/08/2025 15:23:02,8500,2371.03
184,Ord-102,12,1,02/08/2025 15:23:02,8500,2374.80
185,Ord-103,1,1,02/08/2025 15:23:02,9000,2371.03
186,Ord-104,1,1,02/08/2025 15:23:02,9000,2371.03
187,Ord-104,5,1,02/08/2025 15:23:02,5600,1512.94
188,Ord-105,1,2,02/08/2025 15:23:02,9000,2371.03
189,Ord-106,1,1,02/08/2025 15:23:02,9000,2371.03
190,Ord-107,1,2,02/08/2025 15:23:02,9000,2371.03
191,Ord-108,5,1,02/08/2025 15:23:02,5600,1512.94
192,Ord-109,1,1,02/08/2025 15:23:02,9000,2371.03
193,Ord-109,8,1,02/08/2025 15:23:02,9000,2371.03
194,Ord-110,9,2,02/08/2025 15:23:02,8500,2371.03
195,Ord-111,9,1,02/08/2025 15:23:02,8500,2371.03
196,Ord-111,11,1,02/08/2025 15:23:02,8500,2521.44
198,Ord-112,11,1,02/08/2025 15:23:02,8500,2521.44
197,Ord-112,9,1,02/08/2025 15:23:02,8500,2371.03
199,Ord-113,5,1,02/08/2025 15:23:02,5600,1512.94
200,Ord-113,6,1,02/08/2025 15:23:02,7200,1813.27
203,Ord-114,11,1,02/08/2025 15:23:02,8500,2521.44
201,Ord-114,1,1,02/08/2025 15:23:02,9000,2371.03
202,Ord-114,9,1,02/08/2025 15:23:02,8500,2371.03
204,Ord-115,1,1,02/08/2025 15:23:02,9000,2371.03
205,Ord-116,1,1,02/08/2025 15:23:02,9000,2371.03
206,Ord-117,8,1,02/08/2025 15:23:02,9000,2371.03
207,Ord-118,9,1,02/08/2025 15:23:02,8500,2371.03
208,Ord-118,11,1,02/08/2025 15:23:02,8500,2521.44
209,Ord-119,9,1,02/08/2025 15:23:02,8500,2371.03
210,Ord-119,10,1,02/08/2025 15:23:02,8500,1935.93
211,Ord-120,8,1,02/08/2025 15:23:02,9000,2371.03
214,Ord-120,6,1,02/08/2025 15:23:02,7200,1813.27
213,Ord-120,7,2,02/08/2025 15:23:02,5200,1414.88
212,Ord-120,5,1,02/08/2025 15:23:02,5600,1512.94
216,Ord-121,6,1,02/08/2025 15:23:02,7200,1813.27
215,Ord-121,5,1,02/08/2025 15:23:02,5600,1512.94
217,Ord-122,5,1,02/08/2025 15:23:02,5600,1512.94
218,Ord-122,1,1,02/08/2025 15:23:02,9000,2371.03
219,Ord-123,10,1,02/08/2025 15:23:02,8500,1935.93
220,Ord-123,9,1,02/08/2025 15:23:02,8500,2371.03
221,Ord-123,5,1,02/08/2025 15:23:02,5600,1512.94
261,Ord-124,1,1,02/08/2025 15:23:02,9000,2371.03
262,Ord-124,6,1,02/08/2025 15:23:02,7200,1813.27
225,Ord-125,5,1,02/08/2025 15:23:02,5600,1512.94
224,Ord-125,9,2,02/08/2025 15:23:02,8500,2371.03
226,Ord-126,9,2,02/08/2025 15:23:02,8500,2371.03
227,Ord-126,3,1,02/08/2025 15:23:02,9000,2521.44
228,Ord-127,2,1,02/08/2025 15:23:02,9000,2374.80
229,Ord-127,2,1,02/08/2025 15:23:02,9000,2374.80
230,Ord-128,10,2,02/08/2025 15:23:02,8500,1935.93
231,Ord-129,1,1,02/08/2025 15:23:02,9000,2371.03
234,Ord-130,9,1,02/08/2025 15:23:02,8500,2371.03
233,Ord-130,5,1,02/08/2025 15:23:02,5600,1512.94
232,Ord-130,8,1,02/08/2025 15:23:02,9000,2371.03
235,Ord-130,12,1,02/08/2025 15:23:02,8500,2374.80
237,Ord-131,7,1,02/08/2025 15:23:02,5200,1414.88
238,Ord-131,8,1,02/08/2025 15:23:02,9000,2371.03
236,Ord-131,5,1,02/08/2025 15:23:02,5600,1512.94
239,Ord-132,1,1,02/08/2025 15:23:02,9000,2371.03
241,Ord-133,5,2,02/08/2025 15:23:02,5600,1512.94
240,Ord-133,1,2,02/08/2025 15:23:02,9000,2371.03
242,Ord-134,5,2,02/08/2025 15:23:02,5600,1512.94
244,Ord-134,8,2,02/08/2025 15:23:02,9000,2371.03
243,Ord-134,6,2,02/08/2025 15:23:02,7200,1813.27
245,Ord-135,3,1,02/08/2025 15:23:02,9000,2521.44
247,Ord-136,2,4,02/08/2025 15:23:02,9000,2374.80
246,Ord-136,1,8,02/08/2025 15:23:02,9000,2371.03
248,Ord-136,3,4,02/08/2025 15:23:02,9000,2521.44
249,Ord-136,4,4,02/08/2025 15:23:02,9000,1935.93
251,Ord-137,12,1,02/08/2025 15:23:02,8500,2374.80
250,Ord-137,11,1,02/08/2025 15:23:02,8500,2521.44
252,Ord-138,1,2,02/08/2025 15:23:02,9000,2371.03
256,Ord-142,8,4,02/08/2025 15:23:02,9000,2371.03
257,Ord-143,5,10,02/08/2025 15:23:02,5600,1512.94
258,Ord-144,1,14,02/08/2025 15:23:02,9000,2371.03
259,Ord-144,2,3,02/08/2025 15:23:02,9000,2374.80
260,Ord-144,3,3,02/08/2025 15:23:02,9000,2521.44
263,Ord-145,2,1,28/08/2025 14:56:17,9000,2374.80
264,Ord-146,9,1,28/08/2025 14:56:50,8500,2371.03
265,Ord-146,10,1,28/08/2025 14:57:03,8500,1935.93
266,Ord-147,9,1,28/08/2025 14:57:49,8500,2371.03
267,Ord-147,12,1,28/08/2025 14:57:59,8500,2374.80
268,Ord-148,8,2,28/08/2025 14:58:33,9000,2371.03
269,Ord-149,9,1,28/08/2025 14:59:18,8500,2371.03
270,Ord-149,11,1,28/08/2025 14:59:30,8500,2521.44
271,Ord-149,6,1,28/08/2025 14:59:40,7200,1813.27
272,Ord-149,5,1,28/08/2025 14:59:50,5600,1512.94
273,Ord-149,7,1,28/08/2025 14:59:58,5200,1414.88
274,Ord-150,2,1,29/08/2025 12:40:29,9000,2374.80
275,Ord-151,1,1,31/08/2025 16:03:08,9000,2371.03
276,Ord-152,1,1,31/08/2025 16:04:51,9000,2371.03
277,Ord-153,10,1,31/08/2025 16:05:49,8500,1935.93
278,Ord-153,9,1,31/08/2025 16:06:04,8500,2371.03
279,Ord-154,2,1,31/08/2025 16:13:35,9000,2374.80
282,Ord-155,7,1,31/08/2025 16:31:50,5200,1414.88
281,Ord-155,5,1,31/08/2025 16:31:41,5600,1512.94
280,Ord-155,1,1,31/08/2025 16:31:32,9000,2371.03
283,Ord-156,11,1,31/08/2025 16:34:07,8500,2521.44
284,Ord-156,9,1,31/08/2025 16:34:15,8500,2371.03
285,Ord-157,1,1,31/08/2025 16:35:28,9000,2371.03
286,Ord-158,9,1,31/08/2025 16:36:51,8500,2371.03
288,Ord-158,2,1,31/08/2025 16:37:12,9000,2374.80
287,Ord-158,11,1,31/08/2025 16:37:01,8500,2521.44
289,Ord-158,5,2,31/08/2025 16:37:23,5600,1512.94
290,Ord-159,11,1,31/08/2025 16:40:43,8500,2521.44
291,Ord-159,10,1,31/08/2025 16:40:50,8500,1935.93
292,Ord-160,1,1,31/08/2025 16:41:59,9000,2371.03
293,Ord-160,5,1,31/08/2025 16:42:11,5600,1512.94
294,Ord-161,9,2,31/08/2025 16:43:04,8500,2371.03
295,Ord-162,1,1,31/08/2025 16:43:51,9000,2371.03
296,Ord-163,9,1,31/08/2025 16:44:56,8500,2371.03
298,Ord-163,11,1,31/08/2025 16:45:12,8500,2521.44
297,Ord-163,10,1,31/08/2025 16:45:03,8500,1935.93
299,Ord-163,12,1,31/08/2025 16:45:19,8500,2374.80
301,Ord-164,12,1,31/08/2025 16:46:37,8500,2374.80
300,Ord-164,9,1,31/08/2025 16:46:29,8500,2371.03
302,Ord-165,9,2,31/08/2025 16:47:58,8500,2371.03
303,Ord-166,2,1,31/08/2025 16:48:55,9000,2374.80
305,Ord-167,12,1,31/08/2025 16:50:19,8500,2374.80
304,Ord-167,9,1,31/08/2025 16:50:09,8500,2371.03
306,Ord-167,3,1,31/08/2025 16:50:29,9000,2521.44
307,Ord-168,4,1,31/08/2025 16:51:28,9000,1935.93
308,Ord-169,1,1,31/08/2025 16:52:37,9000,2371.03
309,Ord-170,1,1,31/08/2025 16:53:13,9000,2371.03
310,Ord-171,1,1,31/08/2025 16:54:17,9000,2371.03
313,Ord-172,3,1,30/08/2025 14:00:00,9000,2521.44
312,Ord-172,2,1,30/08/2025 14:00:00,9000,2374.80
311,Ord-172,1,1,30/08/2025 14:00:00,9000,2371.03
314,Ord-173,1,2,30/08/2025 18:38:00,9000,2371.03
317,Ord-175,1,1,31/08/2025 19:20:00,9000,2371.03
318,Ord-176,4,1,31/08/2025 19:00:00,9000,1935.93
319,Ord-177,2,1,31/08/2025 17:30:00,9000,2374.80
320,Ord-178,1,1,31/08/2025 17:31:00,9000,2371.03
321,Ord-179,1,1,28/08/2025 16:31:00,9000,2371.03
322,Ord-180,1,1,30/08/2025 11:18:00,9000,2371.03
323,Ord-180,3,1,30/08/2025 11:18:00,9000,2521.44
325,Ord-182,3,1,30/08/2025 12:40:00,9000,2521.44
326,Ord-182,5,1,30/08/2025 12:40:00,5600,1512.94
329,Ord-184,1,1,30/08/2025 13:49:00,9000,2371.03
330,Ord-184,2,1,30/08/2025 13:49:00,9000,2374.80
331,Ord-185,1,2,31/08/2025 14:50:00,9000,2371.03
332,Ord-186,1,3,31/08/2025 19:45:00,9000,2371.03
334,Ord-187,3,1,31/08/2025 20:27:00,9000,2521.44
333,Ord-187,2,1,31/08/2025 20:27:00,9000,2374.80
335,Ord-188,1,4,31/08/2025 22:04:00,9000,2371.03
336,Ord-189,9,2,31/08/2025 14:50:00,8500,2371.03
337,Ord-189,11,2,31/08/2025 14:50:00,8500,2521.44
338,Ord-190,9,1,31/08/2025 14:50:00,8500,2371.03
339,Ord-190,12,1,31/08/2025 14:50:00,8500,2374.80
340,Ord-191,1,1,31/08/2025 14:50:00,9000,2371.03
342,Ord-192,9,1,31/08/2025 14:50:00,8500,2371.03
343,Ord-192,12,1,31/08/2025 14:50:00,8500,2374.80
344,Ord-193,9,2,31/08/2025 14:50:00,8500,2371.03
345,Ord-194,9,1,31/08/2025 14:50:00,8500,2371.03
346,Ord-194,11,1,31/08/2025 14:50:00,8500,2521.44
347,Ord-194,4,1,31/08/2025 14:50:00,9000,1935.93
348,Ord-195,9,2,31/08/2025 14:50:00,8500,2371.03
349,Ord-196,1,1,31/08/2025 14:50:00,9000,2371.03
350,Ord-197,1,1,31/08/2025 14:50:00,9000,2371.03
351,Ord-198,9,2,31/08/2025 14:50:00,8500,2371.03
352,Ord-199,4,1,31/08/2025 14:50:00,9000,1935.93
353,Ord-200,9,1,31/08/2025 14:50:00,8500,2371.03
354,Ord-200,11,1,31/08/2025 14:50:00,8500,2521.44
355,Ord-201,1,8,31/08/2025 14:50:00,9000,2371.03
356,Ord-201,2,4,31/08/2025 14:50:00,9000,2374.80
357,Ord-201,3,4,31/08/2025 14:50:00,9000,2521.44
358,Ord-201,4,4,31/08/2025 14:50:00,9000,1935.93
359,Ord-202,9,1,10/09/2025 10:13:08,8500,2371.03
360,Ord-202,2,1,10/09/2025 10:13:23,9000,2374.80
361,Ord-203,9,1,10/09/2025 10:14:13,8500,2371.03
362,Ord-203,2,1,10/09/2025 10:14:19,9000,2374.80
363,Ord-204,1,1,10/09/2025 10:14:54,9000,2371.03
364,Ord-205,9,1,10/09/2025 10:16:04,8500,2371.03
365,Ord-205,2,1,10/09/2025 10:16:16,9000,2374.80
366,Ord-206,9,2,10/09/2025 10:17:21,8500,2371.03
367,Ord-207,9,1,10/09/2025 10:19:07,8500,2371.03
368,Ord-207,10,1,10/09/2025 10:19:14,8500,1935.93
369,Ord-207,3,1,10/09/2025 10:19:20,9000,2521.44
370,Ord-208,9,2,10/09/2025 10:20:07,8500,2371.03
371,Ord-209,1,1,10/09/2025 10:20:41,9000,2371.03
372,Ord-210,1,1,10/09/2025 10:22:20,9000,2371.03
373,Ord-211,9,2,10/09/2025 10:23:19,8500,2371.03
374,Ord-212,9,2,10/09/2025 10:43:36,8500,2371.03
375,Ord-212,5,1,10/09/2025 10:43:48,5600,1512.94
376,Ord-213,9,2,10/09/2025 10:44:40,8500,2371.03
377,Ord-214,11,1,10/09/2025 10:45:33,8500,2521.44
378,Ord-214,12,1,10/09/2025 10:45:43,8500,2374.80
379,Ord-215,1,1,10/09/2025 10:46:20,9000,2371.03
380,Ord-216,6,2,10/09/2025 10:46:59,7200,1813.27
381,Ord-216,9,2,10/09/2025 10:47:06,8500,2371.03
382,Ord-217,1,1,10/09/2025 10:47:52,9000,2371.03
383,Ord-218,1,1,10/09/2025 10:51:41,9000,2371.03
384,Ord-219,10,1,10/09/2025 10:54:51,8500,1935.93
385,Ord-219,9,1,10/09/2025 10:54:58,8500,2371.03
386,Ord-220,4,1,10/09/2025 10:55:47,9000,1935.93
387,Ord-221,9,2,10/09/2025 10:56:42,8500,2371.03
388,Ord-222,9,1,10/09/2025 11:00:21,8500,2371.03
389,Ord-222,11,1,10/09/2025 11:00:28,8500,2521.44
390,Ord-223,9,2,10/09/2025 11:01:01,8500,2371.03
391,Ord-223,11,2,10/09/2025 11:01:06,8500,2521.44
392,Ord-224,11,1,10/09/2025 11:01:56,8500,2521.44
393,Ord-224,9,1,10/09/2025 11:02:01,8500,2371.03
394,Ord-225,5,2,10/09/2025 11:02:41,5600,1512.94
395,Ord-226,1,1,10/09/2025 11:04:10,9000,2371.03
396,Ord-227,9,2,10/09/2025 11:04:43,8500,2371.03
397,Ord-228,12,1,10/09/2025 11:05:17,8500,2374.80
398,Ord-228,9,1,10/09/2025 11:05:24,8500,2371.03
399,Ord-229,9,1,10/09/2025 11:06:00,8500,2371.03
400,Ord-229,11,1,10/09/2025 11:06:05,8500,2521.44
401,Ord-230,9,1,10/09/2025 15:23:42,8500,2371.03
402,Ord-230,12,1,10/09/2025 15:23:54,8500,2374.80
403,Ord-231,1,1,10/09/2025 23:41:24,9000,2371.03
404,Ord-231,5,1,10/09/2025 23:41:30,5600,1512.94
405,Ord-232,3,1,10/09/2025 23:42:30,9000,2521.44
406,Ord-233,9,1,11/09/2025 20:23:55,8500,2371.03
407,Ord-233,11,1,11/09/2025 20:24:12,8500,2521.44
408,Ord-234,1,2,11/09/2025 20:25:25,9000,2371.03
409,Ord-235,1,2,11/09/2025 20:32:59,9000,2371.03
410,Ord-236,1,1,12/09/2025 18:54:20,9000,2380.78
411,Ord-237,9,1,12/09/2025 18:58:28,8500,2380.78
412,Ord-237,12,1,12/09/2025 18:58:33,8500,2401.43
413,Ord-237,3,1,12/09/2025 18:58:41,9000,2531.19
414,Ord-238,2,1,12/09/2025 18:59:30,9000,2401.43
415,Ord-238,5,1,12/09/2025 18:59:36,5600,1518.94
416,Ord-239,9,2,12/09/2025 19:00:52,8500,2380.78
417,Ord-240,6,1,12/09/2025 19:02:02,7200,1820.59
418,Ord-240,5,2,12/09/2025 19:02:11,5600,1518.94
419,Ord-241,9,1,12/09/2025 19:03:23,8500,2380.78
420,Ord-241,11,1,12/09/2025 19:03:28,8500,2531.19
421,Ord-242,1,1,12/09/2025 19:05:27,9000,2380.78
422,Ord-243,12,2,12/09/2025 19:07:32,8500,2401.43
423,Ord-243,9,1,12/09/2025 19:07:38,8500,2380.78
424,Ord-243,11,1,12/09/2025 19:07:42,8500,2531.19
425,Ord-244,9,1,12/09/2025 19:12:04,8500,2380.78
426,Ord-245,1,2,13/09/2025 01:03:57,9000,2380.78
427,Ord-246,1,1,11/09/2025 20:36:00,9000,2380.78
428,Ord-247,1,1,13/09/2025 20:45:00,9000,2380.78
429,Ord-248,1,1,14/09/2025 20:55:23,9000,2380.78
430,Ord-249,9,1,14/09/2025 20:56:38,8500,2380.78
431,Ord-249,10,1,14/09/2025 20:58:08,8500,1935.93
432,Ord-250,9,1,15/09/2025 12:40:06,8500,2380.78
433,Ord-250,10,1,15/09/2025 12:40:13,8500,1935.93
434,Ord-251,7,2,15/09/2025 12:40:56,5200,1420.45
435,Ord-251,5,1,15/09/2025 12:41:04,5600,1518.94
436,Ord-252,9,1,15/09/2025 12:43:30,8500,2380.78
437,Ord-252,12,1,15/09/2025 12:43:37,8500,2401.43
438,Ord-252,7,1,15/09/2025 12:43:43,5200,1420.45
439,Ord-252,5,1,15/09/2025 12:43:58,5600,1518.94
440,Ord-253,1,1,15/09/2025 12:46:07,9000,2380.78
441,Ord-254,1,1,15/09/2025 12:47:23,9000,2380.78
